Symbol,Name,Last,Std Dev,"Market Cap, $K",1Y Return,3Y Return,20D His Vol,Long Term,Exchange,%Chg,52W High,52W Low,Pivot
MNST,Monster Beverage Cp,55.93,-2.22,32289102000,12.42%,69.00%,8.74%,67% Buy,NASDAQ,-1.58%,57.25,40.64,56.6
MNTA,Momenta Pharma,13.8,-0.23,1027670000,16.19%,26.95%,70.59%,100% Sell,NASDAQ,-0.36%,19.9,10.75,13.95
MO,Altria Group,63.68,-0.66,1.23038E+11,-1.53%,32.66%,15.49%,67% Sell,NYSE,-0.70%,77.79,60.01,64.05
MOBL,Mobileiron Inc,3.55,-0.37,338904000,-4.05%,-64.21%,60.57%,100% Sell,NASDAQ,-1.39%,6.78,3.2,3.65
MOD,Modine Manufacturing Company,20.91,-1.01,1067556000,90.91%,66.02%,22.26%,100% Buy,NYSE,-1.83%,21.65,9.25,21.32
MODN,Model N Inc,14.25,0,414533000,39.02%,46.15%,11.59%,67% Buy,NYSE,unch,15.05,6.98,14.27
MOFG,Midwestone Fnl Gp,36.76,0.29,449818000,20.76%,37.97%,27.05%,33% Buy,NASDAQ,-0.14%,39.2,27.93,36.85
MOG.A,Moog Inc,87.11,-0.68,3145551000,51.89%,14.76%,19.38%,67% Buy,NYSE,-0.83%,89.37,55.35,87.74
MOH,Molina Healthcare Inc,65.89,-0.47,3783629000,10.54%,36.18%,28.77%,67% Sell,NYSE,-0.53%,72.79,42.56,65.89
MON,Monsanto Company,121.52,-0.5,53535536000,19.89%,5.93%,7.53%,100% Buy,NYSE,-0.28%,122.79,97.35,121.94
MORN,Morningstar Inc,84.05,-2.79,3691179000,18.88%,27.16%,13.12%,67% Buy,NASDAQ,-3.16%,86.84,67.74,86.35
MOS,Mosaic Company,21.39,-0.73,7600232000,-13.01%,-51.14%,25.20%,67% Sell,NYSE,-1.20%,34.36,19.23,21.49
MOV,Movado Group Inc,27.7,-1.01,642012000,26.54%,-20.82%,16.89%,67% Buy,NYSE,-0.89%,31.95,20.5,28.15
MPAA,Motorcar Parts Amer,28.45,-1.38,541678000,8.34%,0.07%,24.86%,Hold,NASDAQ,-2.10%,31.57,21.75,29.33
MPC,Marathon Petroleum Corp,55.96,-1.96,28851188000,28.24%,25.39%,13.75%,67% Buy,NYSE,-1.81%,57.74,40.01,56.93
MPW,Medical Properties Trust,13.09,-1.64,4813138000,-11.63%,-2.00%,11.01%,67% Buy,NYSE,-0.98%,14.77,11.54,13.25
MPWR,Monolithic Power Sys,113.06,-1.5,4747941000,43.28%,159.65%,11.93%,100% Buy,NASDAQ,-1.46%,115.96,75.04,115.08
MPX,Marine Products Corp,15,-1.03,534013000,69.11%,81.40%,31.64%,Hold,NYSE,-2.02%,17.12,9.23,15.33
MRC,Mrc Global Inc,16.65,-2.02,1611999000,7.91%,-18.88%,19.08%,Hold,NYSE,-2.40%,22.52,13.68,17.24
MRCY,Mercury Sys Inc,50.71,-2.55,2541123000,112.31%,277.90%,21.22%,67% Buy,NASDAQ,-4.01%,54.49,25.15,52.47
MRK,Merck & Company,62.49,-2.14,1.72616E+11,0.82%,8.92%,7.66%,Hold,NYSE,-0.98%,66.8,58.29,62.93
MRLN,Marlin Business Serv,28.76,-1.15,364332000,49.74%,37.65%,16.73%,67% Buy,NASDAQ,-1.17%,29.95,17.05,29.17
MRO,Marathon Oil Corp,13.35,-1.92,11651307000,-5.43%,-61.27%,18.34%,67% Buy,NYSE,-2.63%,19.28,10.55,13.74
MRT,Medequities Realty Trust Inc,11.55,-0.14,367579000,-3.75%,0.00%,20.34%,67% Sell,NYSE,-0.17%,13.06,10.28,11.61
MRTN,Marten Transport L,19,-1.09,1057688000,57.36%,64.80%,28.33%,67% Buy,NASDAQ,-2.06%,21.15,11.85,19.29
MRVL,Marvell Tech Group,18.47,-0.56,9211964000,40.54%,38.24%,13.05%,67% Buy,NASDAQ,-0.59%,18.88,12.3,18.55
MS,Morgan Stanley,49.95,-1.77,93794136000,50.40%,46.12%,16.13%,100% Buy,NYSE,-2.19%,51.52,32.56,51.08
MSA,Msa Safety Inc,78.81,-1.79,3092980000,39.89%,41.52%,26.52%,Hold,NYSE,-3.10%,85.8,55,80.9
MSBI,Midland Sts BNC,35.1,-1.06,682277000,34.84%,0.00%,20.32%,33% Buy,NASDAQ,-1.79%,37.58,24.7,35.72
MSCC,Microsemi Corp,52.24,-0.42,6073200000,30.07%,101.38%,11.58%,100% Buy,NASDAQ,-0.50%,57.97,39.99,52.4
MSCI,MSCI Inc,118.87,-1.61,10847726000,43.11%,158.14%,11.50%,67% Buy,NYSE,-1.31%,124.51,76.52,120.97
MSEX,Middlesex Water Co,43.28,0.07,705234000,21.27%,91.40%,30.30%,100% Buy,NASDAQ,0.28%,46.39,32.23,43.85
MSFG,Mainsource Finl Grp,38.06,-0.07,975621000,47.48%,109.68%,16.84%,100% Buy,NASDAQ,-0.21%,38.46,23.84,38.22
MSFT,Microsoft Corp,78.14,-0.78,6.08439E+11,28.80%,67.97%,7.91%,100% Buy,NASDAQ,-0.91%,79.34,57.28,78.84
MSG,The Madison Square Garden Comp,213.49,-1.53,5112417000,30.31%,0.00%,20.26%,67% Buy,NYSE,-1.70%,226.95,161.02,217.31
MSGN,Msg Networks Inc,20.05,-0.95,1527878000,3.35%,-11.14%,24.70%,100% Sell,NYSE,-1.47%,25.3,18.5,20.47
MSI,Motorola Solutions,89.83,-0.29,14675909000,21.33%,39.89%,15.31%,33% Buy,NYSE,-0.44%,93.75,71.24,90.27
MSL,Midsouth Bancorp,13.45,1.53,217501000,32.09%,-30.57%,27.32%,100% Buy,NYSE,2.28%,16.6,9.95,13.15
MSM,Msc Industrial Direct Company,76.01,-1.1,4413989000,8.10%,-4.26%,24.99%,Hold,NYSE,-1.95%,105.7,65.42,78.65
MSTR,Microstrategy Cl A,136.44,-1.02,1569108000,-20.87%,-14.82%,7.95%,33% Sell,NASDAQ,-0.44%,207.28,122.9,136.9
MTB,M&T Bank Corp,164.82,-0.29,25182396000,38.91%,35.66%,12.78%,33% Buy,NYSE,-0.56%,173.72,118.2,166
MTCH,Match Group Inc CS,24.57,-1.66,6681111000,29.18%,0.00%,29.64%,67% Buy,NASDAQ,-3.57%,26.24,15.08,25.36
MTD,Mettler-Toledo International,663.02,-1.06,17182470000,65.31%,158.97%,11.09%,100% Buy,NYSE,-0.95%,672.64,395.61,667.73
MTDR,Matador Resources Company,24.31,-2.14,2722929000,4.50%,3.46%,22.46%,67% Buy,NYSE,-3.19%,28.51,20.13,25.34
MTG,Mgic Investment Corp,13.79,-0.55,5139667000,61.55%,55.49%,18.62%,100% Buy,NYSE,-0.58%,14.04,7.94,13.91
MTGE,American Cap Mtg Inv,19.12,-2.17,890810000,10.20%,-0.71%,10.41%,67% Buy,NASDAQ,-1.70%,20,15.4,19.51
MTH,Meritage Corp,49.05,-0.66,1993824000,52.17%,34.41%,14.57%,100% Buy,NYSE,-0.81%,50.1,29.7,49.33
MTN,Vail Resorts,224.99,-0.47,9075336000,44.16%,162.59%,22.37%,67% Buy,NYSE,-0.78%,232.71,153.66,227.7
MTNB,Matinas Biopharma Hl,1.14,0,104846000,-28.30%,75.38%,40.02%,100% Sell,AMEX,unch,3.99,1.01,1.14
MTOR,Arvinmeritor,25.23,-3.18,2327620000,144.62%,128.72%,20.58%,67% Buy,NYSE,-4.00%,27.03,9.84,26.33
MTRN,Materion Corp,42.58,-1.92,871740000,45.80%,10.27%,17.77%,67% Buy,NYSE,-2.11%,44.8,29.15,43.38
MTRX,Matrix Service Co,13.35,-1.46,364728000,-26.05%,-45.53%,20.16%,67% Buy,NASDAQ,-2.20%,23.45,7.8,13.59
MTSC,M T S Systems Cp,52.15,-1.96,898880000,11.16%,-19.71%,13.50%,Hold,NASDAQ,-1.60%,59,44.65,52.77
MTSI,Macom Technology S,38.56,-0.89,2571127000,-0.23%,82.04%,61.38%,100% Sell,NASDAQ,-3.67%,65.99,35.33,39.73
MTW,Manitowoc Company,8.96,-0.65,1283366000,118.54%,106.65%,43.37%,67% Buy,NYSE,-1.75%,9.97,3.65,9.18
MTX,Minerals Technologies Inc,72.3,-0.3,2545780000,5.93%,-5.42%,14.67%,Hold,NYSE,-0.34%,83.85,62.55,72.52
MTZ,Mastec Inc,42.75,1.02,3487913000,48.97%,47.17%,24.85%,67% Sell,NYSE,1.42%,49.5,27.1,42.27
MU,Micron Technology,40.5,-1.26,47378240000,131.41%,25.72%,31.02%,67% Buy,NASDAQ,-2.64%,42.19,16.45,41.68
MULE,Mulesoft Inc. Class A,23.47,-0.4,3062325000,-4.89%,0.00%,35.20%,33% Buy,NYSE,-1.18%,29,19.4,23.76
MUR,Murphy Oil Corp,24.64,-3.17,4386730000,-14.24%,-52.39%,15.60%,67% Sell,NYSE,-3.07%,35.19,22.21,25.55
MUSA,Murphy USA Inc,73.47,-0.42,2671666000,6.20%,29.34%,11.73%,33% Buy,NYSE,-0.86%,79.98,57.13,73.96
MWA,Mueller Water Products,12.03,-0.96,1933212000,-1.51%,23.51%,17.00%,67% Buy,NYSE,-1.31%,14.2,10.45,12.2
MXIM,Maxim Integrated,51.51,-1.4,14733186000,29.13%,78.39%,14.14%,100% Buy,NASDAQ,-1.59%,53.1,37.32,52.22
MXL,Maxlinear Inc,22.76,-1.57,1531751000,15.47%,224.68%,14.64%,67% Sell,NYSE,-1.13%,32.47,18.26,23.07
MXWL,Maxwell Technologies,4.79,-0.68,180385000,-3.60%,-58.23%,24.27%,100% Sell,NASDAQ,-1.64%,6.61,4.39,4.89
MYE,Myers Industries,21.8,-0.33,664207000,76.92%,46.92%,21.90%,67% Buy,NYSE,-0.68%,22.65,11.35,22.08
MYGN,Myriad Genetics Inc,33.57,-1.39,2339990000,69.72%,-14.38%,23.23%,67% Buy,NASDAQ,-0.71%,37.3,15.15,34.22
MYL,Mylan Nv Ord Shs,38.72,-0.15,20872018000,0.08%,-27.32%,55.91%,33% Buy,NASDAQ,-0.51%,45.87,29.39,38.8
MYOK,Myokardia Inc Cm ST,36.55,-0.16,1289698000,127.27%,0.00%,27.95%,67% Buy,NASDAQ,0.55%,49.55,10.55,36.53
MYRG,MYR Group Inc,30.54,-0.38,504759000,3.67%,18.00%,12.45%,Hold,NASDAQ,-0.23%,43.77,23,30.5
NANO,Nanometrics Inc,27.41,-0.64,705330000,31.34%,104.28%,22.38%,67% Buy,NASDAQ,-0.90%,32.42,20.25,27.62
NAT,Nordic American Tanker Shipping Ltd,4.53,-0.43,466003000,-50.55%,-45.92%,53.40%,100% Sell,NYSE,-0.88%,9.95,4.41,4.66
NATH,Nathan's Famous In,79.6,-0.2,333564000,51.19%,11.02%,19.80%,100% Buy,NASDAQ,-0.25%,80,47.2,79.05
NATI,Natl Instruments Cor,43.74,-0.39,5741560000,59.66%,38.89%,10.32%,100% Buy,NASDAQ,-0.59%,45.3,27.08,44.05
NATR,Nature S Sunshine,10,-0.12,189845000,-28.83%,-32.55%,68.19%,67% Sell,NASDAQ,-0.50%,15.35,8.4,10.07
NAV,Navistar International Corp,41.49,-1.45,4165778000,83.22%,19.96%,24.86%,67% Buy,NYSE,-2.22%,45.47,21.99,42.74
NAVG,Navigators Grp Inc,57.85,-0.26,1715425000,23.21%,70.80%,15.60%,67% Buy,NASDAQ,-0.52%,62.03,45.38,58.33
NAVI,Navient Cp,11.58,-1.11,3316610000,-11.90%,-38.83%,62.01%,100% Sell,NASDAQ,-4.30%,17.95,11.48,12.14
NBHC,National Bank Holdings Corp,32.81,-0.4,882195000,34.18%,68.10%,23.02%,Hold,NYSE,-0.36%,37.08,23.56,33.02
NBIX,Neurocrine Bioscienc,58.71,-0.72,5192607000,27.28%,218.36%,17.81%,67% Buy,NASDAQ,-0.42%,63.77,37.35,58.76
NBL,Noble Energy Inc,26.62,-1.51,13200101000,-22.40%,-52.92%,20.67%,67% Sell,NYSE,-1.88%,42.03,22.99,27.21
NBR,Nabors Industries,5.99,-3.49,1837823000,-53.72%,-63.98%,38.38%,100% Sell,NYSE,-6.84%,18.4,5.65,6.45
NBTB,NBT Bancorp Inc,38.27,-0.44,1681662000,14.68%,50.51%,19.66%,33% Buy,NASDAQ,-0.98%,42.56,31.28,38.3
NC,Nacco Industries,41.35,-0.07,282834000,142.82%,209.05%,175.13%,100% Buy,NYSE,unch,44.29,14.2,41.98
NCBS,Nicolet Bnkshr,58.13,0.05,572222000,51.09%,147.42%,25.95%,67% Buy,NASDAQ,-0.45%,61.98,37.86,57.71
NCI,Navigant Consulting,17.19,-0.21,809364000,-25.96%,12.54%,17.08%,67% Sell,NYSE,-0.75%,27.86,14.62,17.25
NCLH,Norwegian Cruise Ord,54.52,-0.14,12471226000,44.50%,40.15%,29.79%,Hold,NASDAQ,-0.26%,61.48,35.21,54.31
NCMI,National Cinemedia,6.9,-0.34,438552000,-51.16%,-56.16%,30.33%,Hold,NASDAQ,-1.00%,16.05,5.12,6.99
NCOM,National Commerce,41.85,-1.55,595864000,54.41%,0.00%,16.50%,67% Buy,NASDAQ,-1.18%,43.8,26.69,42.4
NCR,NCR Corp,31.79,-0.52,3935385000,5.65%,17.06%,40.44%,100% Sell,NYSE,-1.85%,49.9,31.4,32.5
NCS,NCI Building Systems,15.3,-1.68,1113444000,6.60%,-20.99%,21.27%,67% Sell,NYSE,-2.55%,18.6,13.05,15.65
NCSM,Ncs Multistage Holdings Inc,20.36,0.23,884268000,2.05%,0.00%,41.15%,67% Sell,NASDAQ,0.30%,29.07,18.17,20.41
NDAQ,Nasdaq Inc,72.68,-0.64,12251460000,9.75%,69.79%,20.88%,33% Sell,NASDAQ,-1.05%,78.31,63.3,73.54
NDLS,Noodles & Co Cla,4.41,0,174196000,0.00%,-80.73%,45.91%,67% Buy,NASDAQ,0.23%,6,3.16,4.42
NDSN,Nordson Corp,124.35,-0.56,7248749000,24.89%,64.14%,7.40%,Hold,NASDAQ,-1.03%,131.49,96.05,125.82
NE,Noble Corp,3.85,-0.65,951805000,-31.29%,-81.41%,44.14%,33% Buy,NYSE,-1.03%,8.37,3.14,3.86
NEE,Nextera Energy,152.62,-1.58,72364656000,21.95%,53.88%,7.55%,100% Buy,NYSE,-1.04%,154.7,110.49,153.94
NEM,Newmont Mining Corp,36.76,-1.29,19800316000,0.40%,97.92%,13.12%,67% Buy,NYSE,-1.00%,39.63,30.19,37.27
NEO,Neogenomics Inc,7.96,-0.71,650204000,8.81%,44.96%,62.43%,33% Sell,NASDAQ,-2.81%,11.63,6.9,8.4
NEOG,Neogen Cp,80.23,0.1,3061348000,54.83%,82.55%,15.54%,100% Buy,NASDAQ,0.11%,81.22,50.53,80.37
NEOS,Neos Therapeutics,7.43,0.37,201096000,18.42%,0.00%,43.62%,Hold,NASDAQ,1.09%,9.6,4.85,7.45
NERV,Minerva Neuroscie,6.75,-0.71,293319000,-43.98%,57.53%,48.80%,67% Sell,NASDAQ,-2.17%,14.15,5.55,7.02
NEU,Newmarket Corp,425.01,-1.77,5088035000,6.00%,10.66%,9.17%,67% Sell,NYSE,-1.02%,483.86,386.9,428.22
NEWM,New Media Investment Group Inc,15.3,-1,821493000,6.32%,-19.05%,11.31%,67% Buy,NYSE,-0.84%,17.19,11.87,15.49
NEWR,New Relic Inc,50.23,-1.66,2790879000,36.20%,0.00%,17.32%,67% Buy,NYSE,-1.88%,52.74,27.85,51.2
NEWS,Newstar Financial,12.23,-0.86,513937000,27.34%,-9.43%,21.09%,100% Buy,NASDAQ,-1.29%,12.59,8.03,12.4
NFBK,Northfield Bncrp Del,17.11,-1.39,846571000,5.61%,21.70%,12.58%,Hold,NASDAQ,-1.27%,20.59,15.35,17.4
NFG,National Fuel Gas Company,56.81,-1.5,4921101000,7.99%,-16.87%,14.30%,Hold,NYSE,-1.29%,61.25,50.61,57.55
NFLX,Netflix Inc,193.86,-0.53,84823736000,53.48%,249.35%,28.42%,100% Buy,NASDAQ,-1.10%,204.38,110.68,194.72
NFX,Newfield Exploration Company,28.35,-1.1,5742410000,-32.45%,-11.65%,22.16%,67% Buy,NYSE,-1.60%,50,24.41,28.83
NGHC,National General Hld,20.21,-0.08,2165858000,-4.83%,8.32%,19.00%,Hold,NASDAQ,-0.49%,26.99,16.21,20.4
NGS,Natural Gas Services Group,27.65,0,359732000,17.30%,8.05%,19.34%,67% Buy,NYSE,-0.54%,34.5,20.65,27.88
NGVC,Natural Grocers By Vitamin Cottage Inc,5.07,-0.84,116636000,-58.67%,-71.29%,55.46%,100% Sell,NYSE,-2.50%,13.79,4.79,5.22
NGVT,Ingevity Corp,69.9,-0.15,2952328000,62.42%,0.00%,18.29%,100% Buy,NYSE,-0.23%,70.71,40.24,70.06
NH,Nanthealth Inc,3.78,-0.55,475644000,-71.08%,0.00%,74.69%,67% Sell,NASDAQ,-3.08%,13.26,2.6,3.91
NHC,National Healthcare Corp,64.22,-1.21,979451000,-4.35%,6.91%,14.72%,67% Sell,AMEX,-0.40%,78.99,57.73,64.33
NHI,National Health Investors,76.11,-1.89,3153361000,-2.86%,16.72%,8.91%,Hold,NYSE,-1.07%,81.21,66.31,77.08
NHTC,Natural Hlth Trd,19.03,-0.12,217728000,-17.33%,92.96%,80.41%,67% Sell,NASDAQ,-0.89%,30.25,18.05,19.24
NI,NiSource Inc,26.46,-1.22,8690953000,15.91%,61.38%,10.76%,67% Buy,NYSE,-0.79%,27.29,21.17,26.67
NJR,Newjersey Resources Corp,43.25,-0.82,3751509000,29.43%,48.26%,11.19%,67% Buy,NYSE,-0.23%,44.3,32.05,43.43
NK,Nantkwest Inc CS,4.43,0.07,351919000,-31.54%,0.00%,34.46%,100% Sell,NASDAQ,-0.23%,8.45,2.71,4.47
NKE,Nike Inc,52.76,-1.31,87779200000,3.47%,14.92%,13.67%,67% Sell,NYSE,-1.24%,60.53,49.01,53.51
NKSH,Natl Bankshares Inc,44.5,-0.99,314244000,26.05%,44.20%,23.36%,67% Buy,NASDAQ,-1.45%,47.65,34,45.6
NKTR,Nektar Therapeutics,24.05,-0.22,3773806000,88.11%,75.05%,29.49%,67% Buy,NASDAQ,-0.37%,25.02,11.41,24.14
NL,NL Industries,13.6,-0.74,679644000,284.51%,91.36%,46.65%,100% Buy,NYSE,-2.51%,14.25,3.1,13.78
NLNK,Newlink Genetics Cor,9.32,-0.87,283430000,-31.36%,-70.35%,62.40%,67% Buy,NASDAQ,-3.72%,25.17,5.9,9.72
NLS,Nautilus Group,16.83,-2.58,529588000,-8.94%,28.55%,14.49%,67% Sell,NYSE,-2.15%,19.8,14.27,17.19
NLSN,Nielsen Holdings Plc,38.48,-3.52,14666135000,-15.66%,-3.20%,29.81%,33% Sell,NYSE,-6.44%,47.51,36.96,41.03
NLY,Annaly Capital Management Inc,11.77,-2.51,13883083000,13.36%,5.52%,15.14%,33% Sell,NYSE,-2.24%,12.73,9.83,12.07
NMIH,Nmi Holdings Cmn A,14.52,-0.28,875453000,79.63%,63.41%,28.86%,100% Buy,NASDAQ,-0.75%,14.85,7.5,14.66
NNA,Navios Maritime Acquisition Corp,1.26,-1.51,193926000,-9.61%,-59.31%,20.20%,67% Sell,NYSE,-2.33%,2.11,1.08,1.27
NNBR,NN Inc,31.6,0,866133000,75.21%,25.80%,22.61%,33% Buy,NASDAQ,0.48%,31.85,13.43,31.3
NNI,Nelnet Inc,58.19,-0.26,2426352000,46.58%,22.74%,39.60%,100% Buy,NYSE,-0.38%,59.68,37.86,58.47
NNN,National Retail Properties,40.54,-1.89,6143799000,-13.54%,8.00%,11.31%,Hold,NYSE,-1.53%,47.1,36.45,41.28
NOC,Northrop Grumman Corp,301.07,3.45,51205324000,37.65%,113.13%,12.60%,100% Buy,NYSE,2.39%,306.61,220.72,293.61
NODK,Ni Holdings Inc.,17.84,-0.58,399349000,20.95%,0.00%,9.13%,Hold,NASDAQ,-0.34%,18.8,14,17.86
NOV,National-Oilwell,33.55,-0.77,12849153000,-7.30%,-53.46%,17.70%,67% Buy,NYSE,-0.77%,43.63,29.9,33.93
NOVT,Novanta Inc,45.7,-0.32,1583764000,157.63%,256.42%,21.57%,100% Buy,NASDAQ,-0.22%,46.33,16.55,45.73
NOW,Servicenow Inc,124.98,-0.65,21386194000,56.66%,85.32%,17.45%,100% Buy,NYSE,-0.72%,129.56,72.8,125.15
NP,Neenah Paper,84.78,-1.18,1436414000,3.83%,40.06%,11.44%,67% Buy,NYSE,-0.78%,90.23,72.35,85.53
NPK,National Presto Industries,112.42,-0.3,785519000,29.96%,78.72%,13.17%,33% Buy,NYSE,-0.25%,114.7,84.85,111.86
NPO,Enpro Industries,78.63,0.14,1675752000,44.81%,21.80%,13.05%,67% Buy,NYSE,0.04%,82.72,52,78.89
NPTN,Neophotonics Corp,6.12,-0.36,272750000,-59.58%,92.90%,82.56%,67% Sell,NYSE,-2.08%,15.59,4.61,6.06
NR,Newpark Resources,9.12,-0.39,787612000,30.71%,-19.51%,22.17%,67% Buy,NYSE,-0.87%,10.2,5.8,9.28
NRCIA,National Resh Cla,37.62,0.58,784203000,138.45%,135.68%,16.29%,67% Buy,NASDAQ,0.45%,41.99,14.35,37.35
NRE,Northstar Realty Europe Corp. C,13.52,-1.7,758720000,32.81%,0.00%,14.40%,100% Buy,NYSE,-1.53%,13.88,9.39,13.71
NRG,NRG Energy,24.67,-1.57,7946311000,124.47%,-16.24%,21.50%,67% Buy,NYSE,-1.75%,26.68,9.84,25.1
NRIM,Northrim Bancorp Inc,35.2,-0.99,246687000,36.29%,23.53%,18.15%,67% Buy,NASDAQ,-1.40%,36.7,24.35,35.87
NRZ,New Residential Investment Corp,17.11,-1.74,5360359000,21.49%,40.87%,16.34%,67% Buy,NYSE,-1.89%,17.86,13.63,17.41
NSA,National Storage Affiliates Tru,24.89,0.38,1103070000,26.65%,0.00%,8.41%,100% Buy,NYSE,-0.04%,26.15,18.91,24.96
NSC,Norfolk Southern Corp,127.1,-3.04,38129096000,36.93%,19.59%,18.48%,67% Buy,NYSE,-3.94%,134.52,89.95,132.92
NSIT,Insight Enterpr,44.41,-2.06,1618782000,33.33%,98.81%,14.98%,67% Buy,NASDAQ,-1.81%,53.19,28.15,45.25
NSM,Nationstar Mortgage Holdngs I,18.79,-0.28,1853559000,27.11%,-45.99%,35.52%,Hold,NYSE,-0.95%,20.71,14.48,19.09
NSP,Insperity Inc,95,-0.92,1996388000,29.78%,203.39%,13.52%,100% Buy,NYSE,-0.78%,96.3,64.55,95.18
NSSC,Napco Sec Tech Inc,10.05,-0.3,190385000,39.58%,135.98%,26.38%,Hold,NASDAQ,-0.50%,10.95,6.9,10.2
NSTG,Nanostring Tech,9.1,-0.01,232092000,-54.21%,-13.52%,116.55%,100% Sell,NASDAQ,-1.19%,23.45,9.05,9.4
NTAP,Netapp Inc,43.79,-2.45,12090644000,29.35%,4.72%,12.25%,67% Buy,NASDAQ,-2.30%,45.24,30.36,44.83
NTB,Bank of Butterfield Ltd,36.55,1.79,1942335000,43.10%,0.00%,16.67%,100% Buy,NYSE,2.07%,37.57,25.02,35.86
NTCT,Netscout Systems I,30.2,-1.91,2793648000,2.73%,-15.36%,23.70%,100% Sell,NASDAQ,-3.21%,38.47,26.25,31.01
NTGR,Netgear Inc,48.3,-2.29,1632235000,-9.54%,47.77%,27.43%,67% Buy,NASDAQ,-3.98%,59.92,41.5,50.28
NTLA,Intellia Thera CS,26.73,-0.37,985081000,94.42%,0.00%,71.63%,67% Buy,NASDAQ,-2.02%,31.9,10.83,27.94
NTNX,Nutanix Inc,26.85,-1.46,4330573000,-8.54%,0.00%,51.35%,100% Buy,NASDAQ,-3.94%,34.96,14.38,27.61
NTRA,Natera Inc,11.45,-2.58,666847000,22.61%,0.00%,50.14%,67% Buy,NASDAQ,-8.62%,14.76,7.35,12.79
NTRI,Nutrisystem Inc,57.15,-1.05,1749248000,78.19%,245.90%,27.54%,67% Buy,NASDAQ,-1.89%,67.95,30.1,58.37
NTRS,Northern Trust Corp,93.66,-2.26,22037860000,33.43%,45.48%,19.32%,33% Buy,NASDAQ,-2.89%,99.3,69.92,96.24
NUAN,Nuance Communicatns,14.75,-1.46,4343430000,7.52%,-2.46%,18.56%,100% Sell,NASDAQ,-1.99%,19.93,13.44,15.16
NUE,Nucor Corp,59.33,-0.5,19095524000,26.37%,10.58%,20.41%,33% Buy,NYSE,-0.75%,68,46.52,59.7
NUS,Nu Skin Enterprises,61.63,-1.67,3344220000,0.29%,19.57%,16.36%,Hold,NYSE,-2.44%,65.85,46.35,63.16
NUVA,Nuvasive Inc,58.35,2.54,2773172000,-10.70%,33.47%,42.53%,67% Sell,NASDAQ,6.89%,81.68,49.25,54.92
NVAX,Novavax Inc,1,-1.36,280109000,-35.48%,-81.61%,34.55%,67% Sell,NASDAQ,-2.91%,1.78,0.73,1.02
NVCR,Novocure Ltd Ord Sh,17.25,-0.95,1584200000,159.82%,0.00%,57.30%,33% Sell,NASDAQ,-3.09%,22.3,5.95,17.92
NVDA,Nvidia Corp,191.88,-2.58,1.19208E+11,168.68%,916.79%,17.53%,100% Buy,NASDAQ,-3.42%,199.59,66.57,197.79
NVEC,Nve Corp,84.72,-0.03,410335000,47.97%,18.28%,31.46%,33% Buy,NASDAQ,-0.06%,88.34,55,85.25
NVEE,Nv5 Global,54.25,-0.29,586958000,110.83%,499.45%,24.34%,67% Buy,NASDAQ,-0.55%,56.7,24.57,54.7
NVLN,Novelion Therapeutics Inc,5.45,-1.7,106865000,-41.07%,-71.21%,36.62%,100% Sell,NASDAQ,-4.89%,13.8,5.49,5.79
NVR,NVR Inc,3168.55,-0.46,11990103000,104.05%,161.16%,31.43%,100% Buy,NYSE,-1.17%,3294.5,1478.04,3210.68
NVRO,Nevro Corp,89.53,-0.93,2665498000,-8.93%,0.00%,19.08%,67% Buy,NYSE,-1.12%,99.63,65.82,90.9
NVTA,Invitae Corp,9.07,-1.89,460766000,20.51%,0.00%,35.48%,Hold,NYSE,-3.92%,11.88,5.76,9.56
NWBI,Northwest Bancshares,17.08,-2.67,1794775000,9.67%,36.48%,13.03%,67% Buy,NASDAQ,-2.46%,19.1,14.95,17.44
NWE,Northwestern Corp,57.77,-2.49,2840342000,1.65%,10.90%,9.16%,67% Sell,NYSE,-1.42%,63.86,54.07,58.52
NWFL,Norwood Financial Cp,29.07,-0.31,272095000,48.11%,50.36%,22.95%,67% Buy,NASDAQ,-0.45%,33.74,19,29.08
NWHM,New Home Co Llc,11.29,-1.37,239076000,6.63%,-24.52%,19.36%,Hold,NYSE,-1.40%,12.55,9.45,11.33
NWL,Newell Rubbermaid Inc,40.03,-0.84,19795138000,-22.49%,21.18%,17.38%,100% Sell,NYSE,-0.89%,55.08,39.9,40.31
NWLI,Natl Wstrn Life Gp A,361.7,-0.73,1321684000,67.59%,33.99%,11.88%,100% Buy,NASDAQ,-0.39%,368,209.68,363.35
NWN,Northwest Natural Gas Company,65.5,-0.82,1887261000,12.44%,40.32%,8.87%,67% Buy,NYSE,-0.53%,68.6,53.5,65.98
NWPX,Northwest Pipe Co,18.94,-0.48,184320000,40.33%,-46.34%,44.00%,67% Buy,NASDAQ,-1.35%,21.11,12.41,19.14
NWS,News Cp Cl B Cmn ST,13.9,-0.81,8117924000,6.54%,-7.31%,14.14%,67% Sell,NASDAQ,-0.36%,14.9,11.25,13.97
NWSA,News Cp Cl A Cmn ST,13.59,-0.66,7930071000,7.19%,-11.95%,12.47%,Hold,NASDAQ,-0.29%,14.48,10.99,13.66
NX,Quanex Building Products Corp,21.75,-2.16,768012000,34.00%,11.39%,17.55%,67% Buy,NYSE,-2.47%,23.6,15.41,22.33
NXEO,Nexeo Solutions Inc,7.41,-1.06,669082000,-4.01%,-25.69%,14.03%,67% Sell,NASDAQ,-1.07%,9.94,6.74,7.51
